model_name,total_return,benchmark_total_return,annualised_return,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,win_rate,alpha,beta,total_trades,n_days,ann_turnover,avg_holding_period_days,total_cost_drag
vader,-0.1432,-0.0072,-0.4314,0.1452,-4.1216,-4.2793,-3.0877,-0.1397,0.4552,-0.509,-0.6249,391,69,730.43,0.2,0.5865
