model_name,total_return,benchmark_total_return,annualised_return,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,win_rate,alpha,beta,total_trades,n_days,ann_turnover,avg_holding_period_days,total_cost_drag
finbert,-0.2031,-0.2891,-0.1897,0.1774,-1.3499,-1.2058,-0.6793,-0.2792,0.4475,-0.2072,0.0823,1200,272,1588.9,0.1,1.8
